16,41,77,126,251,265,0
17,42,78,113,252,266,0
43,63,132,154,253,267,0
44,64,133,141,254,268,0
45,65,134,142,255,269,0
46,66,135,143,256,270,0
47,67,136,144,257,271,0
48,68,137,145,258,272,0
49,69,138,146,259,273,0
50,70,139,147,260,274,0
51,57,140,148,261,275,0
52,58,127,149,262,276,0
53,59,128,150,263,277,0
54,60,129,151,264,278,0
55,61,130,152,265,279,0
56,62,131,153,266,280,0
52,102,144,156,267,281,0
53,103,145,157,268,282,0
54,104,146,158,269,283,0
55,105,147,159,270,284,0
56,106,148,160,271,285,0
43,107,149,161,272,286,0
44,108,150,162,273,287,0
45,109,151,163,274,288,0
46,110,152,164,275,289,0
47,111,153,165,276,290,0
48,112,154,166,277,291,0
49,99,141,167,278,292,0
50,100,142,168,279,293,0
51,101,143,155,280,294,0
10,15,42,83,121,281,295
11,16,29,84,122,282,296
12,17,30,71,123,283,297
13,18,31,72,124,284,298
14,19,32,73,125,285,299
1,20,33,74,126,286,300
2,21,34,75,113,287,301
3,22,35,76,114,288,302
4,23,36,77,115,289,303
5,24,37,78,116,290,304
6,25,38,79,117,291,305
7,26,39,80,118,292,306
8,27,40,81,119,293,307
9,28,41,82,120,294,308
20,58,75,118,295,309,0
21,59,76,119,296,310,0
22,60,77,120,297,311,0
23,61,78,121,298,312,0
24,62,79,122,299,313,0
25,63,80,123,300,314,0
26,64,81,124,301,315,0
27,65,82,125,302,316,0
28,66,83,126,303,317,0
15,67,84,113,304,318,0
16,68,71,114,305,319,0
17,69,72,115,306,320,0
18,70,73,116,307,321,0
19,57,74,117,308,322,0
51,93,136,141,169,309,323
52,94,137,142,170,310,324
53,95,138,143,171,311,325
54,96,139,144,172,312,326
55,97,140,145,173,313,327
56,98,127,146,174,314,328
43,85,128,147,175,315,329
44,86,129,148,176,316,330
45,87,130,149,177,317,331
46,88,131,150,178,318,332
47,89,132,151,179,319,333
48,90,133,152,180,320,334
49,91,134,153,181,321,335
50,92,135,154,182,322,336
11,26,74,113,173,191,323
12,27,75,114,174,192,324
13,28,76,115,175,193,325
14,15,77,116,176,194,326
1,16,78,117,177,195,327
2,17,79,118,178,196,328
3,18,80,119,179,183,329
4,19,81,120,180,184,330
5,20,82,121,181,185,331
6,21,83,122,182,186,332
7,22,84,123,169,187,333
8,23,71,124,170,188,334
9,24,72,125,171,189,335
10,25,73,126,172,190,336
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
